Location,Date,Time  ,CO (mg/m3),SO2(µg/m³),NO2(µg/m³),PM2.5(µg/m³),PM10(µg/m³),Temp(°C),RH (%)
Dalgate Botanical garden road,10/07/2023,12:40 PM,0.00 ,0.00 ,0.45 ,23.00 ,32.00 ,35.10 ,52.66 
Dalgate Botanical garden road,10/07/2023,12:50 PM,1.25 ,0.00 ,0.46 ,22.00 ,31.00 ,37.30 ,43.73 
Dalgate Botanical garden road,10/07/2023,1:00 PM,0.00 ,0.00 ,0.46 ,22.00 ,31.00 ,40.90 ,37.78 
Dalgate Botanical garden road,10/07/2023,1:10 PM,0.00 ,0.00 ,0.46 ,22.00 ,31.00 ,35.47 ,34.20 
Dalgate Botanical garden road,10/07/2023,1:20 PM,0.00 ,0.00 ,0.46 ,21.00 ,30.00 ,40.90 ,32.60 
Dalgate Botanical garden road,10/07/2023,1:30 PM,1.25 ,0.00 ,0.47 ,22.00 ,30.00 ,40.60 ,34.20 
Dalgate Botanical garden road,10/07/2023,1:40 PM,0.00 ,0.00 ,0.47 ,22.00 ,32.00 ,39.20 ,34.25 
Dalgate Botanical garden road,10/07/2023,1:50 PM,0.00 ,0.00 ,0.47 ,21.00 ,31.00 ,36.60 ,39.62 
Dalgate Botanical garden road,10/07/2023,2:00 PM,0.00 ,2.86 ,0.48 ,21.00 ,32.00 ,34.00 ,40.88 
Dalgate Botanical garden road,10/07/2023,2:10 PM,0.05 ,0.00 ,0.48 ,22.00 ,27.00 ,34.00 ,50.02 
Dalgate Botanical garden road,10/07/2023,2:20 PM,0.05 ,0.00 ,0.48 ,21.00 ,28.00 ,34.10 ,46.73 
Dalgate Botanical garden road,10/07/2023,2:30 PM,0.05 ,0.00 ,0.49 ,21.00 ,27.00 ,37.06 ,43.15 
Dalgate Botanical garden road,10/07/2023,2:40 PM,0.05 ,0.00 ,0.49 ,15.00 ,26.00 ,34.10 ,56.42 
Dalgate Botanical garden road,10/07/2023,2:50 PM,0.02 ,0.00 ,0.49 ,12.00 ,20.00 ,34.20 ,65.92 
Dalgate Botanical garden road,10/07/2023,3:00 PM,0.02 ,0.00 ,0.49 ,11.00 ,15.00 ,33.40 ,66.47 
Dalgate Botanical garden road,10/07/2023,3:10 PM,0.02 ,0.00 ,0.50 ,10.00 ,15.00 ,33.80 ,59.07 
Dalgate Botanical garden road,10/07/2023,3:20 PM,0.02 ,0.00 ,0.50 ,10.00 ,11.00 ,33.00 ,61.62 
Dalgate Botanical garden road,10/07/2023,3:30 PM,0.02 ,0.00 ,0.50 ,10.00 ,12.00 ,33.10 ,78.44 
Dalgate Botanical garden road,10/07/2023,3:40 PM,0.05 ,2.86 ,0.51 ,8.00 ,13.00 ,33.10 ,89.11 
Dalgate Botanical garden road,10/07/2023,3:50 PM,0.05 ,0.00 ,0.51 ,9.00 ,9.00 ,33.53 ,93.80 
Dalgate Botanical garden road,10/07/2023,4:00 PM,0.05 ,0.00 ,0.51 ,8.00 ,12.00 ,33.20 ,97.35 
Dalgate Botanical garden road,10/07/2023,4:10 PM,0.05 ,2.86 ,0.51 ,8.00 ,9.00 ,33.00 ,99.90 
Dalgate Botanical garden road,10/07/2023,4:20 PM,0.05 ,2.86 ,0.52 ,8.00 ,9.00 ,32.90 ,92.48 
Dalgate Botanical garden road,10/07/2023,4:30 PM,1.25 ,2.86 ,0.52 ,8.00 ,10.00 ,32.80 ,86.30 
Dalgate Botanical garden road,10/07/2023,4:40 PM,0.00 ,2.86 ,0.52 ,8.00 ,10.00 ,33.20 ,81.12 
Dalgate Botanical garden road,10/07/2023,4:50 PM,0.00 ,2.86 ,0.53 ,9.00 ,9.00 ,33.00 ,75.46 
Dalgate Botanical garden road,10/07/2023,5:00 PM,0.00 ,0.00 ,0.53 ,8.00 ,11.00 ,33.10 ,70.32 
Dalgate Botanical garden road,11/07/2023,10:00 AM,0.00 ,0.00 ,0.53 ,20.00 ,31.00 ,33.30 ,65.27 
Dalgate Botanical garden road,11/07/2023,10:10 AM,0.05 ,0.00 ,0.53 ,18.00 ,27.00 ,33.04 ,61.78 
Dalgate Botanical garden road,11/07/2023,10:20 AM,0.05 ,0.00 ,0.08 ,18.00 ,29.00 ,33.30 ,56.08 
Dalgate Botanical garden road,11/07/2023,10:30 AM,0.05 ,0.00 ,0.00 ,16.00 ,27.00 ,33.40 ,59.21 
Dalgate Botanical garden road,11/07/2023,10:40 AM,0.05 ,2.86 ,0.08 ,15.00 ,27.00 ,33.60 ,63.22 
Dalgate Botanical garden road,11/07/2023,10:50 AM,0.05 ,0.00 ,0.00 ,15.00 ,26.00 ,33.90 ,73.23 
Dalgate Botanical garden road,11/07/2023,11:00 AM,0.05 ,0.00 ,0.11 ,18.00 ,27.00 ,32.40 ,80.59 
Dalgate Botanical garden road,11/07/2023,11:10 AM,0.05 ,2.86 ,0.00 ,18.00 ,26.00 ,32.30 ,87.76 
Dalgate Botanical garden road,11/07/2023,11:20 AM,0.05 ,0.00 ,0.04 ,20.00 ,28.00 ,32.20 ,88.33 
Dalgate Botanical garden road,11/07/2023,11:30 AM,0.05 ,0.00 ,0.03 ,23.00 ,32.00 ,32.20 ,89.60 
Dalgate Botanical garden road,11/07/2023,11:40 AM,0.05 ,0.00 ,0.03 ,23.00 ,33.00 ,32.86 ,89.55 
Dalgate Botanical garden road,11/07/2023,11:50 AM,0.05 ,2.86 ,0.03 ,23.00 ,33.00 ,32.20 ,97.74 
Dalgate Botanical garden road,11/07/2023,12:00 PM,0.05 ,0.00 ,0.03 ,24.00 ,33.00 ,32.40 ,99.36 
Dalgate Botanical garden road,11/07/2023,12:10 PM,0.05 ,0.00 ,0.03 ,23.00 ,33.00 ,32.30 ,99.11 
Dalgate Botanical garden road,11/07/2023,12:20 PM,0.05 ,0.00 ,0.03 ,23.00 ,32.00 ,32.70 ,99.70 
Dalgate Botanical garden road,11/07/2023,12:30 PM,0.00 ,0.00 ,0.03 ,22.00 ,32.00 ,32.50 ,97.92 
Dalgate Botanical garden road,11/07/2023,12:40 PM,0.00 ,2.86 ,0.03 ,23.00 ,32.00 ,32.60 ,96.80 
Dalgate Botanical garden road,11/07/2023,12:50 PM,1.25 ,0.00 ,0.03 ,24.00 ,32.00 ,32.60 ,90.50 
Dalgate Botanical garden road,11/07/2023,1:00 PM,0.00 ,2.86 ,0.03 ,22.00 ,31.00 ,32.47 ,61.69 
Dalgate Botanical garden road,11/07/2023,1:10 PM,0.00 ,0.00 ,0.03 ,22.00 ,31.00 ,32.60 ,59.14 
Dalgate Botanical garden road,11/07/2023,1:20 PM,0.05 ,0.00 ,0.02 ,22.00 ,32.00 ,32.90 ,58.06 
Dalgate Botanical garden road,11/07/2023,1:30 PM,0.05 ,0.00 ,0.02 ,21.00 ,33.00 ,33.10 ,56.45 
Dalgate Botanical garden road,11/07/2023,1:40 PM,0.05 ,0.00 ,0.02 ,22.00 ,32.00 ,33.40 ,57.60 
Dalgate Botanical garden road,11/07/2023,1:50 PM,0.05 ,0.00 ,0.02 ,21.00 ,31.00 ,33.50 ,57.92 
Dalgate Botanical garden road,11/07/2023,2:00 PM,0.05 ,2.86 ,0.02 ,21.00 ,32.00 ,33.50 ,55.32 
Dalgate Botanical garden road,11/07/2023,2:10 PM,0.05 ,0.00 ,0.02 ,22.00 ,27.00 ,33.50 ,59.65 
Dalgate Botanical garden road,11/07/2023,2:20 PM,0.05 ,0.00 ,0.02 ,21.00 ,28.00 ,33.21 ,63.00 
Dalgate Botanical garden road,11/07/2023,2:30 PM,0.05 ,0.00 ,0.02 ,21.00 ,27.00 ,33.50 ,65.68 
Dalgate Botanical garden road,11/07/2023,2:40 PM,0.05 ,0.00 ,0.02 ,15.00 ,26.00 ,33.50 ,74.19 
Dalgate Botanical garden road,11/07/2023,2:50 PM,0.05 ,0.00 ,0.02 ,12.00 ,20.00 ,33.70 ,85.23 
Dalgate Botanical garden road,11/07/2023,3:00 PM,0.05 ,0.00 ,0.01 ,11.00 ,15.00 ,34.10 ,89.28 
Dalgate Botanical garden road,11/07/2023,3:10 PM,0.05 ,0.00 ,0.00 ,12.00 ,20.00 ,35.30 ,94.85 
Dalgate Botanical garden road,11/07/2023,3:20 PM,0.05 ,0.00 ,0.28 ,11.00 ,18.00 ,37.30 ,95.20 
Dalgate Botanical garden road,11/07/2023,3:30 PM,0.05 ,0.00 ,0.25 ,10.00 ,16.00 ,39.80 ,96.00 
Dalgate Botanical garden road,11/07/2023,3:40 PM,0.00 ,2.86 ,0.37 ,8.00 ,14.00 ,35.31 ,99.47 
Dalgate Botanical garden road,11/07/2023,3:50 PM,0.00 ,0.00 ,0.34 ,9.00 ,11.00 ,39.80 ,99.28 
Dalgate Botanical garden road,11/07/2023,4:00 PM,0.00 ,0.00 ,0.31 ,8.00 ,10.00 ,40.60 ,97.75 
Dalgate Botanical garden road,11/07/2023,4:10 PM,0.00 ,0.00 ,0.28 ,7.00 ,9.00 ,38.80 ,99.97 
Dalgate Botanical garden road,11/07/2023,4:20 PM,0.00 ,0.00 ,0.25 ,8.00 ,9.00 ,36.60 ,91.52 
Dalgate Botanical garden road,11/07/2023,4:30 PM,1.25 ,0.00 ,0.23 ,7.00 ,10.00 ,34.50 ,84.54 
Dalgate Botanical garden road,11/07/2023,4:40 PM,0.00 ,0.00 ,0.20 ,8.00 ,8.00 ,34.10 ,71.38 
Dalgate Botanical garden road,11/07/2023,4:50 PM,0.00 ,0.00 ,0.17 ,7.00 ,8.00 ,34.10 ,58.56 
Dalgate Botanical garden road,11/07/2023,5:00 PM,0.00 ,2.86 ,0.14 ,7.00 ,10.00 ,36.93 ,49.03 
Nigeen Club,12/07/2023,10:00 AM,0.00 ,2.86 ,0.11 ,4.00 ,3.00 ,34.10 ,46.85 
Nigeen Club,12/07/2023,10:10 AM,0.00 ,2.86 ,0.08 ,5.00 ,4.00 ,34.20 ,39.02 
Nigeen Club,12/07/2023,10:20 AM,1.25 ,2.86 ,0.05 ,7.00 ,9.00 ,34.20 ,30.14 
Nigeen Club,12/07/2023,10:30 AM,0.00 ,5.72 ,0.05 ,8.00 ,10.00 ,33.80 ,32.33 
Nigeen Club,12/07/2023,10:40 AM,0.00 ,2.86 ,0.05 ,8.00 ,11.00 ,33.90 ,37.72 
Nigeen Club,12/07/2023,10:50 AM,0.00 ,0.00 ,0.37 ,8.00 ,11.00 ,33.80 ,42.68 
Nigeen Club,12/07/2023,11:00 AM,0.00 ,2.86 ,0.34 ,9.00 ,17.00 ,33.60 ,51.01 
Nigeen Club,12/07/2023,11:10 AM,1.25 ,2.86 ,0.31 ,5.00 ,9.00 ,33.94 ,62.70 
Nigeen Club,12/07/2023,11:20 AM,0.00 ,2.86 ,0.28 ,2.00 ,3.00 ,34.00 ,74.53 
Nigeen Club,12/07/2023,11:30 AM,0.00 ,0.00 ,0.25 ,2.00 ,3.00 ,32.60 ,77.26 
Nigeen Club,12/07/2023,11:40 AM,0.00 ,0.00 ,0.23 ,3.00 ,7.00 ,32.90 ,81.18 
Nigeen Club,12/07/2023,11:50 AM,0.00 ,2.86 ,0.20 ,3.00 ,7.00 ,33.10 ,81.79 
Nigeen Club,12/07/2023,12:00 PM,0.00 ,2.86 ,0.17 ,2.00 ,3.00 ,33.40 ,84.10 
Nigeen Club,12/07/2023,12:10 PM,0.00 ,2.86 ,0.14 ,4.00 ,7.00 ,33.50 ,93.28 
Nigeen Club,12/07/2023,12:20 PM,0.00 ,0.00 ,0.11 ,5.00 ,8.00 ,33.50 ,96.31 
Nigeen Club,12/07/2023,12:30 PM,1.25 ,5.72 ,0.08 ,5.00 ,8.00 ,33.50 ,99.08 
Nigeen Club,12/07/2023,12:40 PM,0.00 ,2.86 ,0.28 ,6.00 ,9.00 ,33.21 ,99.31 
Nigeen Club,12/07/2023,12:50 PM,0.00 ,2.86 ,0.25 ,3.00 ,9.00 ,33.50 ,98.52 
Nigeen Club,12/07/2023,1:00 PM,0.00 ,2.86 ,0.23 ,4.00 ,5.00 ,33.50 ,94.17 
Nigeen Club,12/07/2023,1:10 PM,0.02 ,5.72 ,0.20 ,7.00 ,9.00 ,33.70 ,48.35 
Nigeen Club,12/07/2023,1:20 PM,0.02 ,2.86 ,0.17 ,7.00 ,9.00 ,34.10 ,41.34 
Nigeen Club,12/07/2023,1:30 PM,0.05 ,2.86 ,0.14 ,3.00 ,7.00 ,32.40 ,32.97 
Nigeen Club,12/07/2023,1:40 PM,0.05 ,2.86 ,0.11 ,4.00 ,5.00 ,32.30 ,29.77 
Nigeen Club,12/07/2023,1:50 PM,0.00 ,5.72 ,0.08 ,2.00 ,3.00 ,32.20 ,26.20 
Nigeen Club,12/07/2023,2:00 PM,0.00 ,8.58 ,0.05 ,3.00 ,4.00 ,32.50 ,27.50 
Nigeen Club,12/07/2023,2:10 PM,0.00 ,5.72 ,0.03 ,3.00 ,4.00 ,32.96 ,30.25 
Nigeen Club,12/07/2023,2:20 PM,0.00 ,2.86 ,0.12 ,1.00 ,3.00 ,32.50 ,32.40 
Nigeen Club,12/07/2023,2:30 PM,1.25 ,0.00 ,0.11 ,4.00 ,4.00 ,32.20 ,37.00 
Nigeen Club,12/07/2023,2:40 PM,0.00 ,2.86 ,0.11 ,5.00 ,3.00 ,32.40 ,71.14 
Nigeen Club,12/07/2023,2:50 PM,0.00 ,0.00 ,0.10 ,4.00 ,3.00 ,32.70 ,68.75 
Nigeen Club,12/07/2023,3:00 PM,0.00 ,0.00 ,0.10 ,2.00 ,3.00 ,32.50 ,62.94 
Nigeen Club,12/07/2023,3:10 PM,0.00 ,2.86 ,0.09 ,2.00 ,3.00 ,32.60 ,60.06 
Nigeen Club,12/07/2023,3:20 PM,0.05 ,2.86 ,0.09 ,3.00 ,4.00 ,32.80 ,72.01 
Nigeen Club,12/07/2023,3:30 PM,0.05 ,0.00 ,0.09 ,3.00 ,4.00 ,32.53 ,79.07 
Nigeen Club,12/07/2023,3:40 PM,0.02 ,0.00 ,0.08 ,3.00 ,4.00 ,32.80 ,81.76 
Nigeen Club,12/07/2023,3:50 PM,0.02 ,0.00 ,0.08 ,7.00 ,9.00 ,32.90 ,86.94 
Nigeen Club,12/07/2023,4:00 PM,0.05 ,0.00 ,0.07 ,3.00 ,4.00 ,33.10 ,90.34 
Nigeen Club,12/07/2023,4:10 PM,0.05 ,0.00 ,0.07 ,2.00 ,4.00 ,33.00 ,95.24 
Nigeen Club,12/07/2023,4:20 PM,0.00 ,0.00 ,0.06 ,3.00 ,4.00 ,33.00 ,93.59 
Nigeen Club,12/07/2023,4:30 PM,0.00 ,0.00 ,0.06 ,4.00 ,8.00 ,33.50 ,83.30 
Nigeen Club,12/07/2023,4:40 PM,0.00 ,0.00 ,0.06 ,3.00 ,6.00 ,33.50 ,65.97 
Nigeen Club,12/07/2023,4:50 PM,0.00 ,0.00 ,0.05 ,3.00 ,7.00 ,33.11 ,51.56 
Nigeen Club,12/07/2023,5:00 PM,0.00 ,0.00 ,0.05 ,3.00 ,6.00 ,33.50 ,42.06 
Nigeen Club,13/07/2023,10:00 AM,0.00 ,2.86 ,0.04 ,4.00 ,3.00 ,33.30 ,36.84 
Nigeen Club,13/07/2023,10:10 AM,0.00 ,2.86 ,0.04 ,5.00 ,4.00 ,33.80 ,31.24 
Nigeen Club,13/07/2023,10:20 AM,1.25 ,2.86 ,0.04 ,7.00 ,9.00 ,34.10 ,25.44 
Nigeen Club,13/07/2023,10:30 AM,0.00 ,5.72 ,0.03 ,8.00 ,10.00 ,35.30 ,22.69 
Nigeen Club,13/07/2023,10:40 AM,0.00 ,2.86 ,0.03 ,8.00 ,11.00 ,35.50 ,20.68 
Nigeen Club,13/07/2023,10:50 AM,0.00 ,0.00 ,0.02 ,8.00 ,11.00 ,35.60 ,20.64 
Nigeen Club,13/07/2023,11:00 AM,0.00 ,2.86 ,0.02 ,9.00 ,17.00 ,34.44 ,27.91 
Nigeen Club,13/07/2023,11:10 AM,1.25 ,2.86 ,0.01 ,5.00 ,9.00 ,35.60 ,32.49 
Nigeen Club,13/07/2023,11:20 AM,0.00 ,2.86 ,0.01 ,2.00 ,3.00 ,35.70 ,36.46 
Nigeen Club,13/07/2023,11:30 AM,0.00 ,0.00 ,0.01 ,2.00 ,3.00 ,35.80 ,50.23 
Nigeen Club,13/07/2023,11:40 AM,0.20 ,0.00 ,0.00 ,3.00 ,7.00 ,35.90 ,53.59 
Nigeen Club,13/07/2023,11:50 AM,0.28 ,2.86 ,0.00 ,3.00 ,7.00 ,36.00 ,58.43 
Nigeen Club,13/07/2023,12:00 PM,0.33 ,2.86 ,0.11 ,2.00 ,3.00 ,35.70 ,71.66 
Nigeen Club,13/07/2023,12:10 PM,0.39 ,2.86 ,0.08 ,4.00 ,7.00 ,35.90 ,77.46 
Nigeen Club,13/07/2023,12:20 PM,0.27 ,0.00 ,0.05 ,5.00 ,8.00 ,35.80 ,81.19 
Nigeen Club,13/07/2023,12:30 PM,0.24 ,5.72 ,0.03 ,5.00 ,8.00 ,35.90 ,80.24 
Nigeen Club,13/07/2023,12:40 PM,0.25 ,2.86 ,0.12 ,6.00 ,9.00 ,34.00 ,81.59 
Nigeen Club,13/07/2023,12:50 PM,0.00 ,2.86 ,0.11 ,3.00 ,9.00 ,34.20 ,84.94 
Nigeen Club,13/07/2023,1:00 PM,0.00 ,2.86 ,0.11 ,4.00 ,5.00 ,33.80 ,89.84 
Nigeen Club,13/07/2023,1:10 PM,0.00 ,5.72 ,0.10 ,7.00 ,9.00 ,32.10 ,89.35 
Nigeen Club,13/07/2023,1:20 PM,0.20 ,2.86 ,0.10 ,7.00 ,9.00 ,32.00 ,81.69 
Nigeen Club,13/07/2023,1:30 PM,0.28 ,2.86 ,0.09 ,3.00 ,7.00 ,31.80 ,67.82 
Nigeen Club,13/07/2023,1:40 PM,0.33 ,2.86 ,0.09 ,4.00 ,5.00 ,33.40 ,53.11 
Nigeen Club,13/07/2023,1:50 PM,0.39 ,5.72 ,0.09 ,2.00 ,3.00 ,33.68 ,43.96 
Nigeen Club,13/07/2023,2:00 PM,0.27 ,8.58 ,0.08 ,3.00 ,4.00 ,32.60 ,37.41 
Nigeen Club,13/07/2023,2:10 PM,0.24 ,5.72 ,0.37 ,3.00 ,4.00 ,32.90 ,32.96 
Nigeen Club,13/07/2023,2:20 PM,0.25 ,2.86 ,0.34 ,1.00 ,3.00 ,33.10 ,29.35 
Nigeen Club,13/07/2023,2:30 PM,1.25 ,0.00 ,0.31 ,4.00 ,4.00 ,33.40 ,25.34 
Nigeen Club,13/07/2023,2:40 PM,0.00 ,2.86 ,0.28 ,5.00 ,3.00 ,33.50 ,20.97 
Nigeen Club,13/07/2023,2:50 PM,0.00 ,0.00 ,0.25 ,4.00 ,3.00 ,33.50 ,25.38 
Nigeen Club,13/07/2023,3:00 PM,0.00 ,0.00 ,0.23 ,2.00 ,3.00 ,33.50 ,31.96 
Nigeen Club,13/07/2023,3:10 PM,0.00 ,2.86 ,0.20 ,2.00 ,3.00 ,33.30 ,38.51 
Nigeen Club,13/07/2023,3:20 PM,0.20 ,2.86 ,0.17 ,3.00 ,4.00 ,33.50 ,41.51 
Nigeen Club,13/07/2023,3:30 PM,0.28 ,0.00 ,0.14 ,3.00 ,4.00 ,33.50 ,45.88 
Nigeen Club,13/07/2023,3:40 PM,0.33 ,0.00 ,0.11 ,3.00 ,4.00 ,33.70 ,51.36 
Nigeen Club,13/07/2023,3:50 PM,0.39 ,0.00 ,0.08 ,7.00 ,9.00 ,34.10 ,56.35 
Nigeen Club,13/07/2023,4:00 PM,0.27 ,0.00 ,0.00 ,3.00 ,4.00 ,31.10 ,60.79 
Nigeen Club,13/07/2023,4:10 PM,0.24 ,0.00 ,0.00 ,2.00 ,4.00 ,31.90 ,63.89 
Nigeen Club,13/07/2023,4:20 PM,0.25 ,0.00 ,0.00 ,3.00 ,4.00 ,32.20 ,67.94 
Nigeen Club,13/07/2023,4:30 PM,0.28 ,0.00 ,0.57 ,4.00 ,8.00 ,32.50 ,69.91 
Nigeen Club,13/07/2023,4:40 PM,0.28 ,0.00 ,0.54 ,3.00 ,6.00 ,32.71 ,73.61 
Nigeen Club,13/07/2023,4:50 PM,0.28 ,0.00 ,0.51 ,3.00 ,7.00 ,32.50 ,76.85 
Nigeen Club,13/07/2023,5:00 PM,0.28 ,0.00 ,0.48 ,3.00 ,6.00 ,32.50 ,74.89 
Nigeen Club,14/07/2023,10:00 AM,0.00 ,5.72 ,0.45 ,8.00 ,15.00 ,32.50 ,75.30 
Nigeen Club,14/07/2023,10:10 AM,0.00 ,2.86 ,0.42 ,7.00 ,13.00 ,32.70 ,71.73 
Nigeen Club,14/07/2023,10:20 AM,0.00 ,2.86 ,0.40 ,7.00 ,12.00 ,32.50 ,67.41 
Nigeen Club,14/07/2023,10:30 AM,0.00 ,2.86 ,0.37 ,6.00 ,14.00 ,32.60 ,62.01 
Nigeen Club,14/07/2023,10:40 AM,1.25 ,2.86 ,0.34 ,6.00 ,13.00 ,32.80 ,57.33 
Nigeen Club,14/07/2023,10:50 AM,0.00 ,2.86 ,0.31 ,5.00 ,15.00 ,32.59 ,52.47 
Nigeen Club,14/07/2023,11:00 AM,0.36 ,2.86 ,0.28 ,6.00 ,10.00 ,32.80 ,47.61 
Nigeen Club,14/07/2023,11:10 AM,0.29 ,2.86 ,0.25 ,6.00 ,12.00 ,32.90 ,42.75 
Nigeen Club,14/07/2023,11:20 AM,0.34 ,2.86 ,0.23 ,5.00 ,11.00 ,33.00 ,37.89 
Nigeen Club,14/07/2023,11:30 AM,0.32 ,2.86 ,0.20 ,7.00 ,13.00 ,33.10 ,56.90 
Nigeen Club,14/07/2023,11:40 AM,0.28 ,5.72 ,0.17 ,8.00 ,14.00 ,33.30 ,56.90 
Nigeen Club,14/07/2023,11:50 AM,0.28 ,8.58 ,0.14 ,7.00 ,12.00 ,33.50 ,60.83 
Nigeen Club,14/07/2023,12:00 PM,0.00 ,2.86 ,0.11 ,8.00 ,12.00 ,33.50 ,66.57 
Nigeen Club,14/07/2023,12:10 PM,1.25 ,2.86 ,0.08 ,9.00 ,16.00 ,33.16 ,70.87 
Nigeen Club,14/07/2023,12:20 PM,1.25 ,2.86 ,0.00 ,11.00 ,17.00 ,33.50 ,77.05 
Nigeen Club,14/07/2023,12:30 PM,0.00 ,2.86 ,0.00 ,10.00 ,14.00 ,33.60 ,83.92 
Nigeen Club,14/07/2023,12:40 PM,0.00 ,2.86 ,0.00 ,9.00 ,11.00 ,33.70 ,89.45 
Nigeen Club,14/07/2023,12:50 PM,0.00 ,2.86 ,0.00 ,9.00 ,12.00 ,33.70 ,90.48 
Nigeen Club,14/07/2023,1:00 PM,0.00 ,2.86 ,0.57 ,7.00 ,12.00 ,34.10 ,93.46 
Nigeen Club,14/07/2023,1:10 PM,0.00 ,2.86 ,0.54 ,6.00 ,15.00 ,34.50 ,42.75 
Nigeen Club,14/07/2023,1:20 PM,0.00 ,2.86 ,0.51 ,6.00 ,13.00 ,34.60 ,37.89 
Nigeen Club,14/07/2023,1:30 PM,1.25 ,2.86 ,0.48 ,6.00 ,16.00 ,33.96 ,56.90 
Nigeen Club,14/07/2023,1:40 PM,0.00 ,0.00 ,0.45 ,6.00 ,16.00 ,34.60 ,56.90 
Nigeen Club,14/07/2023,1:50 PM,0.36 ,2.86 ,0.42 ,8.00 ,17.00 ,34.80 ,60.83 
Nigeen Club,14/07/2023,2:00 PM,0.29 ,2.86 ,0.40 ,8.00 ,14.00 ,38.80 ,66.57 
Nigeen Club,14/07/2023,2:10 PM,0.34 ,0.00 ,0.37 ,8.00 ,14.00 ,35.20 ,72.43 
Nigeen Club,14/07/2023,2:20 PM,0.32 ,2.86 ,0.34 ,5.00 ,13.00 ,34.50 ,77.80 
Nigeen Club,14/07/2023,2:30 PM,0.28 ,2.86 ,0.31 ,7.00 ,13.00 ,34.10 ,83.17 
Nigeen Club,14/07/2023,2:40 PM,0.28 ,2.86 ,0.28 ,7.00 ,12.00 ,34.10 ,88.54 
Nigeen Club,14/07/2023,2:50 PM,0.00 ,2.86 ,0.25 ,6.00 ,12.00 ,35.16 ,93.91 
Nigeen Club,14/07/2023,3:00 PM,0.28 ,2.86 ,0.23 ,5.00 ,12.00 ,34.10 ,61.37 
Nigeen Club,14/07/2023,3:10 PM,0.33 ,2.86 ,0.20 ,5.00 ,13.00 ,34.20 ,65.31 
Nigeen Club,14/07/2023,3:20 PM,0.39 ,2.86 ,0.17 ,7.00 ,14.00 ,34.20 ,72.49 
Nigeen Club,14/07/2023,3:30 PM,0.27 ,5.72 ,0.14 ,7.00 ,12.00 ,33.90 ,73.28 
Nigeen Club,14/07/2023,3:40 PM,0.24 ,0.00 ,0.11 ,6.00 ,14.00 ,33.90 ,65.69 
Nigeen Club,14/07/2023,3:50 PM,0.25 ,0.00 ,0.08 ,10.00 ,13.00 ,33.80 ,63.10 
Nigeen Club,14/07/2023,4:00 PM,0.24 ,2.86 ,0.00 ,8.00 ,11.00 ,33.70 ,65.71 
Nigeen Club,14/07/2023,4:10 PM,0.33 ,2.86 ,0.00 ,7.00 ,10.00 ,33.97 ,71.28 
Nigeen Club,14/07/2023,4:20 PM,0.26 ,5.72 ,0.00 ,7.00 ,11.00 ,33.58 ,81.05 
Nigeen Club,14/07/2023,4:30 PM,0.26 ,2.86 ,0.00 ,6.00 ,11.00 ,33.50 ,89.13 
Nigeen Club,14/07/2023,4:40 PM,0.25 ,2.86 ,0.00 ,4.00 ,11.00 ,33.50 ,92.97 
Nigeen Club,14/07/2023,4:50 PM,0.24 ,2.86 ,0.00 ,6.00 ,10.00 ,33.30 ,96.57 
Nigeen Club,14/07/2023,5:00 PM,0.00 ,2.86 ,0.57 ,8.00 ,10.00 ,33.50 ,61.37 
Hazratbal Shrine,15/07/2023,10:00 AM,0.00 ,5.72 ,0.54 ,15.00 ,40.00 ,33.50 ,65.31 
Hazratbal Shrine,15/07/2023,10:10 AM,1.25 ,5.72 ,0.51 ,17.00 ,42.00 ,33.70 ,72.49 
Hazratbal Shrine,15/07/2023,10:20 AM,0.00 ,5.72 ,0.48 ,18.00 ,41.00 ,34.10 ,73.28 
Hazratbal Shrine,15/07/2023,10:30 AM,0.00 ,5.72 ,0.45 ,11.00 ,40.00 ,31.10 ,65.69 
Hazratbal Shrine,15/07/2023,10:40 AM,1.25 ,5.72 ,0.42 ,15.00 ,39.00 ,31.90 ,63.10 
Hazratbal Shrine,15/07/2023,10:50 AM,0.00 ,5.72 ,0.40 ,12.00 ,39.00 ,32.20 ,65.71 
Hazratbal Shrine,15/07/2023,11:00 AM,0.00 ,8.58 ,0.37 ,16.00 ,38.00 ,32.50 ,71.28 
Hazratbal Shrine,15/07/2023,11:10 AM,1.25 ,8.58 ,0.34 ,13.00 ,32.00 ,31.00 ,69.19 
Hazratbal Shrine,15/07/2023,11:20 AM,0.00 ,5.72 ,0.31 ,18.00 ,30.00 ,32.40 ,69.61 
Hazratbal Shrine,15/07/2023,11:30 AM,0.00 ,5.72 ,0.28 ,14.00 ,31.00 ,32.30 ,70.03 
Hazratbal Shrine,15/07/2023,11:40 AM,0.36 ,8.58 ,0.25 ,19.00 ,39.00 ,32.20 ,70.46 
Hazratbal Shrine,15/07/2023,11:50 AM,0.29 ,8.58 ,0.23 ,16.00 ,20.00 ,32.50 ,70.88 
Hazratbal Shrine,15/07/2023,12:00 PM,0.34 ,5.72 ,0.20 ,18.00 ,41.00 ,32.16 ,71.31 
Hazratbal Shrine,15/07/2023,12:10 PM,0.32 ,2.86 ,0.17 ,19.00 ,41.00 ,32.50 ,71.73 
Hazratbal Shrine,15/07/2023,12:20 PM,0.28 ,2.86 ,0.14 ,17.00 ,38.00 ,32.40 ,72.15 
