Location,Date,Time,CO (mg/m3),SO2(µg/m³),NO2(µg/m³),PM2.5(µg/m³),PM10(µg/m³),Temp(°C),RH (%),Month,Season,Hour,AQI_Category
Kashmir University,,11:40 AM,0.66,5.72,3.03,18.0,40.0,34.1,29.87,,Autumn,,Moderate
Kashmir University,,11:50 AM,1.25,5.72,3.0,21.0,43.0,33.9,29.18,,Autumn,,Moderate
Kashmir University,,12:00 PM,0.6,8.58,2.97,21.0,45.0,34.0,27.2,,Autumn,,Moderate
Kashmir University,,12:10 PM,0.61,5.72,3.01,21.0,42.0,34.2,21.45,,Autumn,,Moderate
Kashmir University,,12:20 PM,0.62,5.72,3.0,22.0,40.0,33.94,21.89,,Autumn,,Moderate
Kashmir University,,12:30 PM,0.63,5.72,2.97,21.0,41.0,34.2,26.93,,Autumn,,Moderate
Kashmir University,,12:40 PM,0.63,5.72,2.97,23.0,42.0,34.3,44.51,,Autumn,,Moderate
Kashmir University,,12:50 PM,0.64,8.58,2.98,21.0,43.0,34.5,51.95,,Autumn,,Moderate
Kashmir University,,1:00 PM,0.65,8.58,2.98,18.0,44.0,34.8,40.02,,Autumn,,Moderate
Kashmir University,,1:10 PM,0.66,8.58,2.92,15.0,48.0,34.9,45.64,,Autumn,,Moderate
Kashmir University,,1:20 PM,0.66,8.58,2.99,13.0,40.0,34.9,37.04,,Autumn,,Moderate
Kashmir University,,1:30 PM,1.25,8.58,2.97,11.0,40.0,34.9,32.18,,Autumn,,Good
Kashmir University,,1:40 PM,0.19,5.72,2.98,13.0,38.0,34.64,27.78,,Autumn,,Moderate
Kashmir University,,1:50 PM,0.2,8.58,3.01,12.0,34.0,34.9,28.28,,Autumn,,Good
Kashmir University,,2:00 PM,0.22,11.44,3.02,13.0,34.0,35.0,35.09,,Autumn,,Moderate
Kashmir University,,2:10 PM,0.2,8.58,2.99,12.0,37.0,35.2,38.7,,Autumn,,Good
Kashmir University,,2:20 PM,0.26,5.72,3.0,12.0,37.0,35.5,46.97,,Autumn,,Good
Kashmir University,,2:30 PM,0.25,14.3,2.99,13.0,32.0,36.7,39.33,,Autumn,,Moderate
Kashmir University,,2:40 PM,0.21,11.44,2.97,13.0,34.0,37.1,33.85,,Autumn,,Moderate
Kashmir University,,2:50 PM,0.22,5.72,3.0,17.0,40.0,37.2,28.08,,Autumn,,Moderate
Kashmir University,,3:00 PM,0.18,11.44,3.0,17.0,45.0,35.94,23.24,,Autumn,,Moderate
Kashmir University,,3:10 PM,0.19,8.58,3.02,17.0,40.0,36.3,19.65,,Autumn,,Moderate
Kashmir University,,3:20 PM,0.22,11.44,2.94,14.0,38.0,36.3,19.26,,Autumn,,Moderate
Kashmir University,,3:30 PM,0.17,11.44,3.0,16.0,33.0,36.4,20.92,,Autumn,,Moderate
Kashmir University,,3:40 PM,0.14,11.44,2.97,12.0,36.0,36.4,23.79,,Autumn,,Good
Kashmir University,,3:50 PM,0.12,8.58,2.99,17.0,37.0,36.6,21.15,,Autumn,,Moderate
Kashmir University,,4:00 PM,0.13,8.58,2.99,17.0,36.0,35.5,26.01,,Autumn,,Moderate
Kashmir University,,4:10 PM,0.2,8.58,3.0,14.0,32.0,35.5,32.29,,Autumn,,Moderate
Kashmir University,,4:20 PM,0.16,8.58,3.01,10.0,37.0,36.14,37.74,,Autumn,,Good
Kashmir University,,4:30 PM,0.12,11.44,3.02,12.0,36.0,35.5,40.51,,Autumn,,Good
Kashmir University,,4:40 PM,0.13,11.44,2.98,14.0,38.0,35.6,43.76,,Autumn,,Moderate
Kashmir University,,4:50 PM,0.12,11.44,3.05,13.0,36.0,35.6,48.32,,Autumn,,Moderate
Kashmir University,,5:00 PM,0.0,8.58,2.99,14.0,37.0,35.2,60.54,,Autumn,,Moderate
Hazratbal Shrine,,10:00 AM,1.25,8.58,2.98,15.0,40.0,35.3,61.73,,Autumn,,Moderate
Hazratbal Shrine,,10:10 AM,0.0,5.72,2.9,17.0,42.0,35.2,67.2,,Autumn,,Moderate
Hazratbal Shrine,,10:20 AM,0.0,5.72,3.0,18.0,41.0,35.1,72.35,,Autumn,,Moderate
Hazratbal Shrine,,10:30 AM,1.25,2.86,3.02,16.0,40.0,35.36,75.66,,Autumn,,Moderate
Hazratbal Shrine,,10:40 AM,1.25,8.58,3.0,15.0,39.0,35.13,72.21,,Autumn,,Moderate
Hazratbal Shrine,,10:50 AM,0.19,5.72,3.01,16.0,39.0,33.9,61.86,,Autumn,,Moderate
Hazratbal Shrine,,11:00 AM,0.2,5.72,2.99,16.0,38.0,33.8,54.82,,Autumn,,Moderate
Hazratbal Shrine,,11:10 AM,0.22,8.58,3.02,17.0,32.0,33.7,48.2,,Autumn,,Moderate
Hazratbal Shrine,,11:20 AM,0.2,5.72,2.98,18.0,30.0,34.1,41.52,,Autumn,,Moderate
Hazratbal Shrine,,11:30 AM,0.26,5.72,3.03,18.0,31.0,33.9,37.05,,Autumn,,Moderate
Hazratbal Shrine,,11:40 AM,0.25,5.72,3.0,19.0,39.0,34.0,31.72,,Autumn,,Moderate
Hazratbal Shrine,,11:50 AM,0.21,5.72,3.03,20.0,20.0,34.2,32.52,,Autumn,,Moderate
Hazratbal Shrine,,12:00 PM,0.22,5.72,3.03,18.0,41.0,33.94,33.52,,Autumn,,Moderate
Hazratbal Shrine,,12:10 PM,0.18,5.72,3.01,19.0,41.0,34.2,34.69,,Autumn,,Moderate
Hazratbal Shrine,,12:20 PM,0.19,5.72,3.0,17.0,38.0,34.3,40.71,,Autumn,,Moderate
Hazratbal Shrine,,12:30 PM,0.22,5.72,2.98,17.0,45.0,34.5,47.61,,Autumn,,Moderate
Hazratbal Shrine,,12:40 PM,0.17,2.86,3.0,16.0,33.0,34.8,51.01,,Autumn,,Moderate
Hazratbal Shrine,,12:50 PM,0.14,2.86,3.02,14.0,31.0,34.9,61.98,,Autumn,,Moderate
Hazratbal Shrine,,1:00 PM,0.17,2.86,3.01,17.0,30.0,34.9,68.11,,Autumn,,Moderate
Hazratbal Shrine,,1:10 PM,0.16,5.72,3.01,19.0,31.0,33.6,69.32,,Autumn,,Moderate
Hazratbal Shrine,,1:20 PM,0.14,5.72,3.0,18.0,33.0,33.9,63.82,,Autumn,,Moderate
Hazratbal Shrine,,1:30 PM,0.12,5.72,3.02,18.0,37.0,34.41,66.19,,Autumn,,Moderate
Hazratbal Shrine,,1:40 PM,0.19,5.72,2.98,18.0,35.0,33.9,72.21,,Autumn,,Moderate
Hazratbal Shrine,,1:50 PM,0.2,8.58,2.98,18.0,36.0,33.8,74.01,,Autumn,,Moderate
Hazratbal Shrine,,2:00 PM,0.22,5.72,3.06,18.0,33.0,33.7,62.74,,Autumn,,Moderate
Hazratbal Shrine,,2:20 PM,0.2,8.58,3.04,18.0,38.0,34.1,54.48,,Autumn,,Moderate
Hazratbal Shrine,,2:30 PM,0.26,2.86,2.98,18.0,33.0,33.9,44.07,,Autumn,,Moderate
Hazratbal Shrine,,2:40 PM,0.25,5.72,2.98,17.0,38.0,34.0,38.0,,Autumn,,Moderate
Hazratbal Shrine,,2:50 PM,0.21,5.72,2.97,17.0,39.0,34.2,32.97,,Autumn,,Moderate
Hazratbal Shrine,,3:00 PM,0.22,5.72,2.95,14.0,33.0,33.94,32.28,,Autumn,,Moderate
Hazratbal Shrine,,3:10 PM,0.24,5.72,3.01,10.0,37.0,34.2,30.3,,Autumn,,Good
Hazratbal Shrine,,3:20 PM,0.25,2.86,3.04,12.0,39.0,34.3,24.55,,Autumn,,Good
Hazratbal Shrine,,3:30 PM,0.25,2.86,3.01,12.0,33.0,34.5,24.99,,Autumn,,Good
Hazratbal Shrine,,3:40 PM,0.26,2.86,3.01,7.0,31.0,34.8,30.03,,Autumn,,Good
Hazratbal Shrine,,3:50 PM,0.26,0.0,2.97,12.0,29.0,34.9,47.61,,Autumn,,Good
Hazratbal Shrine,,4:00 PM,0.27,0.0,2.98,10.0,28.0,34.9,55.05,,Autumn,,Good
Hazratbal Shrine,,4:10 PM,0.27,0.0,3.01,6.0,17.0,34.9,50.52,,Autumn,,Good
Hazratbal Shrine,,4:20 PM,0.27,8.58,3.02,6.0,19.0,34.64,56.14,,Autumn,,Good
Hazratbal Shrine,,4:30 PM,0.28,5.72,3.02,6.0,19.0,34.9,37.31,,Autumn,,Good
Hazratbal Shrine,,4:40 PM,0.28,0.0,2.98,7.0,22.0,35.0,36.49,,Autumn,,Good
Hazratbal Shrine,,4:50 PM,0.29,0.0,2.98,4.0,11.0,35.2,35.67,,Autumn,,Good
Hazratbal Shrine,,5:00 PM,0.0,0.0,2.98,4.0,17.0,35.5,34.85,,Autumn,,Good
Hazratbal Shrine,,10:00 AM,0.0,5.72,3.02,15.0,40.0,36.2,34.04,,Autumn,,Moderate
Hazratbal Shrine,,10:10 AM,1.25,5.72,3.02,17.0,42.0,36.6,33.22,,Autumn,,Moderate
Hazratbal Shrine,,10:20 AM,0.0,5.72,2.99,18.0,41.0,37.1,32.4,,Autumn,,Moderate
Hazratbal Shrine,,10:30 AM,0.0,5.72,2.99,11.0,40.0,35.79,31.58,,Autumn,,Good
Hazratbal Shrine,,10:40 AM,1.25,5.72,3.0,15.0,39.0,37.1,30.76,,Autumn,,Moderate
Hazratbal Shrine,,10:50 AM,0.0,5.72,3.01,12.0,39.0,37.5,29.95,,Autumn,,Good
Hazratbal Shrine,,11:00 AM,0.0,8.58,3.0,16.0,38.0,37.6,29.13,,Autumn,,Moderate
Hazratbal Shrine,,11:10 AM,1.25,8.58,3.0,13.0,32.0,38.0,28.31,,Autumn,,Moderate
Hazratbal Shrine,,11:20 AM,0.26,5.72,3.06,18.0,30.0,35.9,27.49,,Autumn,,Moderate
Hazratbal Shrine,,11:30 AM,0.24,5.72,3.01,14.0,31.0,35.5,26.67,,Autumn,,Moderate
Hazratbal Shrine,,11:40 AM,0.23,8.58,3.0,19.0,39.0,35.5,25.86,,Autumn,,Moderate
Hazratbal Shrine,,11:50 AM,0.24,8.58,2.95,16.0,20.0,36.73,25.04,,Autumn,,Moderate
Hazratbal Shrine,,12:00 PM,0.25,5.72,2.99,18.0,41.0,35.5,25.0,,Autumn,,Moderate
Hazratbal Shrine,,12:10 PM,0.0,2.86,3.04,19.0,41.0,35.6,24.18,,Autumn,,Moderate
Hazratbal Shrine,,12:20 PM,0.0,2.86,2.99,17.0,38.0,35.6,44.54,,Autumn,,Moderate
Hazratbal Shrine,,12:30 PM,0.0,5.72,3.03,15.0,45.0,35.2,49.1,,Autumn,,Moderate
Hazratbal Shrine,,12:40 PM,0.0,5.72,2.98,16.0,33.0,35.3,61.32,,Autumn,,Moderate
Hazratbal Shrine,,12:50 PM,0.0,2.86,3.01,14.0,31.0,35.2,62.51,,Autumn,,Moderate
Hazratbal Shrine,,1:00 PM,0.23,2.86,3.03,17.0,30.0,35.1,67.98,,Autumn,,Moderate
Hazratbal Shrine,,1:10 PM,0.23,5.72,2.97,19.0,31.0,35.36,73.13,,Autumn,,Moderate
Hazratbal Shrine,,1:20 PM,0.23,5.72,3.0,11.0,33.0,35.01,76.44,,Autumn,,Good
Hazratbal Shrine,,1:30 PM,0.22,5.72,3.01,18.0,37.0,33.9,72.99,,Autumn,,Moderate
Hazratbal Shrine,,1:40 PM,0.22,5.72,3.0,15.0,35.0,33.8,62.64,,Autumn,,Moderate
Hazratbal Shrine,,1:50 PM,0.22,5.72,3.03,18.0,36.0,33.7,55.6,,Autumn,,Moderate
Hazratbal Shrine,,2:00 PM,0.22,8.58,3.01,18.0,33.0,34.1,48.98,,Autumn,,Moderate
Hazratbal Shrine,,2:10 PM,0.21,5.72,2.96,18.0,34.0,33.9,42.3,,Autumn,,Moderate
Hazratbal Shrine,,2:20 PM,0.21,5.72,2.94,15.0,41.0,34.0,37.83,,Autumn,,Moderate
Hazratbal Shrine,,2:30 PM,0.21,5.72,2.96,18.0,33.0,34.2,32.5,,Autumn,,Moderate
Hazratbal Shrine,,2:40 PM,0.21,8.58,2.98,17.0,45.0,33.94,33.3,,Autumn,,Moderate
Hazratbal Shrine,,2:50 PM,0.2,8.58,2.99,17.0,39.0,34.2,34.3,,Autumn,,Moderate
Hazratbal Shrine,,3:00 PM,0.2,14.3,3.03,14.0,46.0,34.3,35.47,,Autumn,,Moderate
Hazratbal Shrine,,3:10 PM,0.2,0.0,2.99,10.0,49.0,34.5,41.49,,Autumn,,Good
Hazratbal Shrine,,3:20 PM,0.19,0.0,3.03,12.0,44.0,34.8,48.39,,Autumn,,Good
Hazratbal Shrine,,3:30 PM,0.19,0.0,3.0,13.0,42.0,34.9,51.79,,Autumn,,Moderate
Hazratbal Shrine,,3:40 PM,0.19,0.0,3.0,7.0,31.0,34.9,62.76,,Autumn,,Good
Hazratbal Shrine,,3:50 PM,0.19,2.86,3.0,12.0,33.0,33.6,68.89,,Autumn,,Good
Hazratbal Shrine,,4:00 PM,0.18,5.72,3.03,10.0,28.0,33.9,70.1,,Autumn,,Good
Hazratbal Shrine,,4:10 PM,0.18,2.86,3.0,6.0,25.0,34.41,64.6,,Autumn,,Good
Hazratbal Shrine,,4:20 PM,0.18,2.86,3.02,6.0,24.0,33.9,66.97,,Autumn,,Good
Hazratbal Shrine,,4:30 PM,0.18,5.72,3.04,7.0,19.0,33.8,72.99,,Autumn,,Good
Hazratbal Shrine,,4:40 PM,0.17,2.86,2.98,7.0,22.0,33.7,74.79,,Autumn,,Good
Hazratbal Shrine,,4:50 PM,0.17,2.86,3.0,4.0,11.0,34.1,63.52,,Autumn,,Good
Hazratbal Shrine,,5:00 PM,0.0,2.86,3.01,6.0,17.0,33.9,69.07,,Autumn,,Good
Hazratbal Shrine,,10:00 AM,0.0,5.72,2.98,8.0,15.0,34.0,69.13,,Autumn,,Good
Hazratbal Shrine,,10:10 AM,0.0,2.86,2.99,7.0,13.0,34.2,69.19,,Autumn,,Good
Hazratbal Shrine,,10:20 AM,0.0,2.86,2.97,7.0,12.0,33.94,69.25,,Autumn,,Good
Hazratbal Shrine,,10:30 AM,0.0,2.86,3.0,6.0,14.0,34.2,69.31,,Autumn,,Good
Hazratbal Shrine,,10:40 AM,1.25,2.86,3.03,6.0,13.0,34.3,69.37,,Autumn,,Good
Hazratbal Shrine,,10:50 AM,0.0,2.86,3.0,5.0,15.0,34.5,69.43,,Autumn,,Good
Hazratbal Shrine,,11:00 AM,0.0,2.86,3.0,6.0,10.0,34.8,69.49,,Autumn,,Good
Hazratbal Shrine,,11:10 AM,0.0,2.86,3.02,6.0,12.0,34.9,69.55,,Autumn,,Good
Hazratbal Shrine,,11:20 AM,0.0,2.86,3.03,5.0,11.0,34.9,69.61,,Autumn,,Good
Hazratbal Shrine,,11:30 AM,0.0,2.86,2.89,7.0,13.0,34.9,69.67,,Autumn,,Good
Hazratbal Shrine,,11:40 AM,0.0,5.72,2.88,8.0,14.0,34.64,69.73,,Autumn,,Good
Hazratbal Shrine,,11:50 AM,0.0,8.58,2.96,7.0,12.0,34.9,69.79,,Autumn,,Good
Hazratbal Shrine,,12:00 PM,0.0,2.86,2.98,8.0,12.0,35.0,69.85,,Autumn,,Good
Hazratbal Shrine,,12:10 PM,1.25,2.86,2.98,9.0,16.0,35.2,69.9,,Autumn,,Good
Hazratbal Shrine,,12:20 PM,1.25,2.86,2.93,11.0,17.0,35.5,69.96,,Autumn,,Good
Hazratbal Shrine,,12:30 PM,0.0,2.86,2.97,10.0,14.0,36.7,70.02,,Autumn,,Good
Hazratbal Shrine,,12:40 PM,0.0,2.86,2.97,9.0,11.0,38.7,70.08,,Autumn,,Good
Hazratbal Shrine,,12:50 PM,0.0,2.86,3.02,9.0,12.0,39.6,70.14,,Autumn,,Good
Hazratbal Shrine,,1:00 PM,0.0,2.86,2.97,7.0,12.0,36.51,48.39,,Autumn,,Good
Hazratbal Shrine,,1:10 PM,0.0,2.86,2.97,6.0,15.0,39.6,51.79,,Autumn,,Good
Hazratbal Shrine,,1:20 PM,0.0,2.86,3.03,6.0,13.0,42.0,62.76,,Autumn,,Good
Hazratbal Shrine,,1:30 PM,1.25,2.86,3.01,6.0,16.0,40.2,68.89,,Autumn,,Good
Hazratbal Shrine,,1:40 PM,0.0,0.0,2.97,6.0,16.0,38.0,70.1,,Autumn,,Good
Hazratbal Shrine,,1:50 PM,0.23,2.86,3.03,8.0,17.0,35.9,64.6,,Autumn,,Good
Hazratbal Shrine,,2:00 PM,0.23,2.86,3.01,8.0,14.0,35.5,66.97,,Autumn,,Good
Hazratbal Shrine,,2:10 PM,0.23,0.0,3.0,8.0,14.0,35.5,72.99,,Autumn,,Good
Hazratbal Shrine,,2:20 PM,0.22,2.86,2.98,5.0,13.0,38.1,74.79,,Autumn,,Good
Hazratbal Shrine,,2:30 PM,0.22,2.86,3.02,7.0,13.0,35.5,63.52,,Autumn,,Good
Hazratbal Shrine,,2:40 PM,0.22,2.86,3.02,7.0,12.0,35.6,69.07,,Autumn,,Good
Hazratbal Shrine,,2:50 PM,0.22,2.86,3.01,6.0,12.0,35.6,69.13,,Autumn,,Good
Hazratbal Shrine,,3:00 PM,0.21,2.86,3.0,5.0,12.0,35.2,69.19,,Autumn,,Good
Hazratbal Shrine,,3:10 PM,0.21,2.86,3.0,5.0,13.0,35.3,69.25,,Autumn,,Good
Hazratbal Shrine,,3:20 PM,0.21,2.86,2.99,7.0,14.0,35.2,69.31,,Autumn,,Good
Hazratbal Shrine,,3:30 PM,0.21,5.72,2.97,7.0,12.0,35.1,69.37,,Autumn,,Good
Hazratbal Shrine,,3:40 PM,0.2,0.0,3.0,6.0,14.0,35.36,69.43,,Autumn,,Good
Hazratbal Shrine,,3:50 PM,0.2,0.0,2.97,10.0,13.0,35.31,69.49,,Autumn,,Good
Hazratbal Shrine,,4:00 PM,0.2,2.86,3.02,8.0,11.0,34.4,69.55,,Autumn,,Good
Hazratbal Shrine,,4:10 PM,0.19,2.86,2.96,7.0,10.0,34.3,34.2,,Autumn,,Good
Hazratbal Shrine,,4:20 PM,0.19,5.72,2.99,7.0,11.0,34.2,33.86,,Autumn,,Good
Hazratbal Shrine,,4:30 PM,0.19,2.86,3.0,6.0,11.0,34.6,34.2,,Autumn,,Good
Hazratbal Shrine,,4:40 PM,0.19,2.86,2.99,4.0,11.0,34.4,33.7,,Autumn,,Good
Hazratbal Shrine,,4:50 PM,0.18,2.86,3.02,6.0,10.0,34.5,34.5,,Autumn,,Good
Hazratbal Shrine,,5:00 PM,0.18,2.86,3.0,8.0,10.0,34.7,34.8,,Autumn,,Good
Nigeen Club,,10:00 AM,0.18,2.86,3.01,4.0,3.0,34.44,34.9,,Autumn,,Good
Nigeen Club,,10:10 AM,0.18,2.86,3.02,5.0,4.0,34.7,34.9,,Autumn,,Good
Nigeen Club,,10:20 AM,0.17,2.86,3.01,7.0,9.0,34.8,34.9,,Autumn,,Good
Nigeen Club,,10:30 AM,0.17,5.72,3.02,8.0,10.0,35.0,34.56,,Autumn,,Good
Nigeen Club,,10:40 AM,0.0,2.86,2.99,8.0,11.0,35.3,34.9,,Autumn,,Good
Nigeen Club,,10:50 AM,0.0,0.0,2.96,8.0,11.0,35.4,35.0,,Autumn,,Good
Nigeen Club,,11:00 AM,0.0,2.86,3.03,9.0,17.0,34.9,35.2,,Autumn,,Good
Nigeen Club,,11:10 AM,1.25,2.86,2.98,5.0,9.0,33.6,35.5,,Autumn,,Good
Nigeen Club,,11:20 AM,0.19,2.86,3.05,2.0,3.0,33.9,36.5,,Autumn,,Good
Nigeen Club,,11:30 AM,0.19,0.0,3.05,2.0,3.0,34.7,38.7,,Autumn,,Good
Nigeen Club,,11:40 AM,0.18,0.0,3.03,3.0,7.0,33.9,42.3,,Autumn,,Good
Nigeen Club,,11:50 AM,0.18,2.86,3.0,3.0,7.0,33.8,36.87,,Autumn,,Good
Nigeen Club,,12:00 PM,0.18,2.86,3.03,2.0,3.0,42.3,98.31,,Autumn,,Good
Nigeen Club,,12:10 PM,0.18,2.86,3.0,4.0,7.0,42.0,98.67,,Autumn,,Good
Nigeen Club,,12:20 PM,0.0,0.0,2.97,5.0,8.0,40.6,97.31,,Autumn,,Good
Nigeen Club,,12:30 PM,1.25,5.72,3.01,5.0,8.0,38.0,97.92,,Autumn,,Good
Nigeen Club,,12:40 PM,0.0,2.86,3.0,6.0,9.0,35.4,92.2,,Autumn,,Good
Nigeen Club,,12:50 PM,0.19,2.86,2.97,3.0,9.0,35.4,72.84,,Autumn,,Good
Nigeen Club,,1:00 PM,0.19,2.86,2.97,4.0,5.0,35.5,70.17,,Autumn,,Good
Nigeen Club,,1:10 PM,0.18,5.72,2.98,7.0,9.0,38.46,79.73,,Autumn,,Good
Nigeen Club,,1:20 PM,0.18,2.86,2.98,7.0,9.0,35.5,88.74,,Autumn,,Good
Nigeen Club,,1:30 PM,0.18,2.86,2.92,3.0,7.0,35.6,99.06,,Autumn,,Good
Nigeen Club,,1:40 PM,0.18,2.86,2.99,4.0,5.0,34.8,81.64,,Autumn,,Good
Nigeen Club,,1:50 PM,0.0,5.72,2.97,2.0,3.0,35.2,72.47,,Autumn,,Good
Nigeen Club,,2:00 PM,0.0,8.58,2.98,3.0,4.0,34.4,70.28,,Autumn,,Good
Nigeen Club,,2:10 PM,0.0,5.72,3.01,3.0,4.0,34.5,66.78,,Autumn,,Good
Nigeen Club,,2:20 PM,0.0,2.86,3.02,1.0,3.0,34.5,63.04,,Autumn,,Good
Nigeen Club,,2:30 PM,1.25,0.0,2.99,4.0,4.0,34.93,57.72,,Autumn,,Good
Nigeen Club,,2:40 PM,0.0,2.86,3.0,5.0,3.0,34.6,58.92,,Autumn,,Good
Nigeen Club,,2:50 PM,0.0,0.0,2.99,4.0,3.0,34.4,58.95,,Autumn,,Good
Nigeen Club,,3:00 PM,0.23,0.0,2.97,2.0,3.0,34.3,72.23,,Autumn,,Good
Nigeen Club,,3:10 PM,0.23,2.86,3.0,2.0,3.0,34.2,84.84,,Autumn,,Good
Nigeen Club,,3:20 PM,0.23,2.86,3.0,3.0,4.0,34.6,92.78,,Autumn,,Good
Nigeen Club,,3:30 PM,0.22,0.0,3.02,3.0,4.0,34.4,96.22,,Autumn,,Good
Nigeen Club,,3:40 PM,0.22,0.0,2.94,3.0,4.0,34.5,96.53,,Autumn,,Good
Nigeen Club,,3:50 PM,0.22,0.0,3.0,7.0,9.0,34.7,67.17,,Autumn,,Good
Nigeen Club,,4:00 PM,0.22,0.0,2.97,3.0,4.0,34.44,54.82,,Autumn,,Good
Nigeen Club,,4:10 PM,0.21,0.0,2.99,2.0,4.0,34.7,52.1,,Autumn,,Good
Nigeen Club,,4:20 PM,0.0,0.0,2.99,3.0,4.0,34.8,46.18,,Autumn,,Good
Nigeen Club,,4:30 PM,0.19,0.0,3.0,4.0,8.0,35.0,41.26,,Autumn,,Good
Nigeen Club,,4:40 PM,0.18,0.0,3.01,3.0,6.0,35.3,37.98,,Autumn,,Good
Nigeen Club,,4:50 PM,0.18,0.0,3.02,3.0,7.0,33.8,53.01,,Autumn,,Good
Nigeen Club,,5:00 PM,0.18,0.0,2.98,3.0,6.0,33.7,73.78,,Autumn,,Good
Nigeen Club,,10:00 AM,0.18,2.86,3.05,2.0,3.0,33.6,53.01,,Autumn,,Good
Nigeen Club,,10:10 AM,0.0,2.86,2.99,2.0,4.0,33.6,54.01,,Autumn,,Good
Nigeen Club,,10:20 AM,1.25,5.72,2.98,3.0,6.0,34.26,55.01,,Autumn,,Good
Nigeen Club,,10:30 AM,0.0,5.72,2.9,3.0,4.0,33.6,56.01,,Autumn,,Good
Nigeen Club,,10:40 AM,0.19,2.86,3.0,3.0,4.0,33.8,68.06,,Autumn,,Good
Nigeen Club,,10:50 AM,0.38,2.86,3.02,2.0,4.0,33.7,57.28,,Autumn,,Good
Nigeen Club,,11:00 AM,0.4,5.72,3.0,3.0,6.0,34.1,49.4,,Autumn,,Good
Nigeen Club,,11:10 AM,0.43,2.86,3.01,3.0,6.0,33.9,42.46,,Autumn,,Good
Nigeen Club,,11:20 AM,0.45,2.86,2.99,2.0,3.0,34.0,40.11,,Autumn,,Good
Nigeen Club,,11:30 AM,0.47,5.72,3.02,2.0,3.0,34.0,37.7,,Autumn,,Good
Nigeen Club,,11:40 AM,0.5,5.72,2.98,3.0,4.0,33.87,32.93,,Autumn,,Good
Nigeen Club,,11:50 AM,0.52,5.72,3.03,3.0,4.0,34.0,48.53,,Autumn,,Good
Nigeen Club,,12:00 PM,0.54,5.72,3.0,2.0,3.0,34.3,64.6,,Autumn,,Good
Nigeen Club,,12:10 PM,0.57,2.86,3.03,2.0,3.0,34.5,78.43,,Autumn,,Good
Nigeen Club,,12:20 PM,0.0,2.86,3.03,3.0,4.0,34.8,64.6,,Autumn,,Good
Nigeen Club,,12:30 PM,0.0,5.72,3.01,3.0,4.0,34.9,65.6,,Autumn,,Good
Nigeen Club,,12:40 PM,1.25,2.86,3.0,2.0,3.0,34.9,66.6,,Autumn,,Good
Nigeen Club,,12:50 PM,0.0,2.86,2.98,3.0,5.0,34.9,67.6,,Autumn,,Good
Nigeen Club,,1:00 PM,0.0,2.86,3.0,4.0,5.0,34.61,68.6,,Autumn,,Good
Nigeen Club,,1:10 PM,0.22,2.86,3.02,3.0,4.0,34.9,69.6,,Autumn,,Good
Nigeen Club,,1:20 PM,0.22,2.86,3.01,2.0,4.0,34.9,70.6,,Autumn,,Good
Nigeen Club,,1:30 PM,0.22,5.72,3.01,3.0,4.0,35.1,71.6,,Autumn,,Good
Nigeen Club,,1:40 PM,0.22,5.72,3.0,4.0,5.0,35.5,54.64,,Autumn,,Good
Nigeen Club,,1:50 PM,0.21,0.0,3.02,2.0,3.0,36.7,48.61,,Autumn,,Good
Nigeen Club,,2:00 PM,0.21,0.0,2.98,3.0,4.0,38.7,62.71,,Autumn,,Good
Nigeen Club,,2:10 PM,0.21,5.72,2.98,3.0,4.0,41.2,62.45,,Autumn,,Good
Nigeen Club,,2:20 PM,0.0,5.72,3.06,1.0,3.0,36.71,62.18,,Autumn,,Good
Nigeen Club,,2:30 PM,1.25,5.72,3.04,3.0,4.0,41.2,61.91,,Autumn,,Good
Nigeen Club,,2:40 PM,0.0,0.0,2.98,2.0,3.0,42.0,61.65,,Autumn,,Good
Nigeen Club,,2:50 PM,0.0,2.86,2.98,2.0,3.0,40.2,68.15,,Autumn,,Good
Nigeen Club,,3:00 PM,0.22,2.86,2.97,2.0,3.0,38.0,79.04,,Autumn,,Good
Nigeen Club,,3:10 PM,0.22,2.86,2.95,2.0,3.0,35.9,86.44,,Autumn,,Good
Nigeen Club,,3:20 PM,0.22,2.86,3.01,3.0,4.0,35.5,62.71,,Autumn,,Good
Nigeen Club,,3:30 PM,0.22,5.72,3.04,3.0,4.0,35.5,62.45,,Autumn,,Good
Nigeen Club,,3:40 PM,0.21,2.86,3.01,3.0,4.0,38.33,62.18,,Autumn,,Good
Nigeen Club,,3:50 PM,0.21,2.86,3.01,7.0,9.0,35.5,61.91,,Autumn,,Good
Nigeen Club,,4:00 PM,0.21,5.72,2.97,3.0,4.0,35.6,61.65,,Autumn,,Good
Nigeen Club,,4:10 PM,0.0,0.0,2.98,2.0,4.0,35.6,61.38,,Autumn,,Good
Nigeen Club,,4:20 PM,0.0,2.86,3.01,3.0,4.0,35.2,61.11,,Autumn,,Good
Nigeen Club,,4:30 PM,0.21,2.86,3.02,4.0,8.0,35.3,60.84,,Autumn,,Good
Nigeen Club,,4:40 PM,0.21,2.86,3.02,3.0,6.0,35.2,60.58,,Autumn,,Good
Nigeen Club,,4:50 PM,0.21,2.86,2.98,3.0,7.0,35.0,60.31,,Autumn,,Good
Nigeen Club,,5:00 PM,0.21,2.86,2.98,3.0,6.0,35.34,60.04,,Autumn,,Good
